meter_id	timestamp	kwh	temp_c
M2001	2024-01-10 16:00	1.0093	-7.1
M2001	2024-01-10 17:00	1.3512	-6.4
M2001	2024-01-10 18:00	1.84	-5.8
M2001	2024-01-10 19:00	2.1662	-5.3
M2001	2024-01-10 20:00	2.0341	-5
M2001	2024-01-10 21:00	1.4939	-4.9
M2001	2024-01-10 22:00	1.1994	-5
M2001	2024-01-10 23:00	0.954	-5.3
M2001	2024-01-11 0:00	0.4536	1.8
M2001	2024-01-11 1:00	0.5085	1.1
M2001	2024-01-11 2:00	0.4896	0.4
M2001	2024-01-11 3:00	0.4024	-0.4
M2001	2024-01-11 4:00	0.4391	-1.1
M2001	2024-01-11 5:00	0.615	-1.9
M2001	2024-01-11 6:00	1.086	-2.5
M2001	2024-01-11 7:00	1.1966	-3
M2001	2024-01-11 8:00	1.0713	-3.3
M2001	2024-01-11 9:00	0.8785	-3.4
M2001	2024-01-11 10:00	0.7962	-3.3
M2001	2024-01-11 11:00	0.9483	-3
M2001	2024-01-11 12:00	0.8681	-2.5
M2001	2024-01-11 13:00	0.7013	-1.9
M2001	2024-01-11 14:00	0.7459	-1.1
M2001	2024-01-11 15:00	0.7765	-0.4
M2001	2024-01-11 16:00	0.7722	0.4
M2001	2024-01-11 17:00	1.1362	1.1
M2001	2024-01-11 18:00	1.4846	1.8
M2001	2024-01-11 19:00	1.5352	2.2
M2001	2024-01-11 20:00	1.4684	2.5
M2001	2024-01-11 21:00	1.375	2.6
M2001	2024-01-11 22:00	0.9467	2.5
M2001	2024-01-11 23:00	0.5958	2.2
M2001	2024-01-12 0:00	0.611	-1.9
M2001	2024-01-12 1:00	0.51	-2.5
M2001	2024-01-12 2:00	0.3896	-3.2
M2001	2024-01-12 3:00	0.4604	-4
M2001	2024-01-12 4:00	0.4528	-4.8
M2001	2024-01-12 5:00	0.6719	-5.5
M2001	2024-01-12 6:00	1.3067	-6.1
M2001	2024-01-12 7:00	1.5989	-6.6
M2001	2024-01-12 8:00	1.195	-6.9
M2001	2024-01-12 9:00	0.8898	-7
M2001	2024-01-12 10:00	0.797	-6.9
M2001	2024-01-12 11:00	0.8478	-6.6
M2001	2024-01-12 12:00	0.95	-6.1
M2001	2024-01-12 13:00	0.9313	-5.5
M2001	2024-01-12 14:00	0.8086	-4.8
M2001	2024-01-12 15:00	0.8958	-4
M2001	2024-01-12 16:00	0.9227	-3.2
M2001	2024-01-12 17:00	1.038	-2.5
M2001	2024-01-12 18:00	1.7787	-1.9
M2001	2024-01-12 19:00	2.0533	-1.4
M2001	2024-01-12 20:00	1.8408	-1.1
M2001	2024-01-12 21:00	1.5661	-1
M2001	2024-01-12 22:00	0.9916	-1.1
M2001	2024-01-12 23:00	0.745	-1.4
M2001	2024-01-13 0:00	0.5952	-0.1
M2001	2024-01-13 1:00	0.552	-0.7
M2001	2024-01-13 2:00	0.5455	-1.5
M2001	2024-01-13 3:00	0.5582	-2.2
M2001	2024-01-13 4:00	0.5546	-3
M2001	2024-01-13 5:00	0.6689	-3.7
M2001	2024-01-13 6:00	1.0726	-4.3
M2001	2024-01-13 7:00	1.4037	-4.8
M2001	2024-01-13 8:00	1.1677	-5.1
M2001	2024-01-13 9:00	0.9139	-5.2
M2001	2024-01-13 10:00	0.9697	-5.1
M2001	2024-01-13 11:00	1.0014	-4.8
M2001	2024-01-13 12:00	1.0378	-4.3
M2001	2024-01-13 13:00	0.9286	-3.7
M2001	2024-01-13 14:00	0.8655	-3
M2001	2024-01-13 15:00	0.811	-2.2
M2001	2024-01-13 16:00	0.9315	-1.5
M2001	2024-01-13 17:00	1.3049	-0.7
M2001	2024-01-13 18:00	1.5245	-0.1
M2001	2024-01-13 19:00	1.9889	0.4
M2001	2024-01-13 20:00	1.5262	0.7
M2001	2024-01-13 21:00	1.6905	0.8
M2001	2024-01-13 22:00	1.15	0.7
M2001	2024-01-13 23:00	0.7421	0.4
M2001	2024-01-14 0:00	0.6356	-1.9
M2001	2024-01-14 1:00	0.5524	-2.5
M2001	2024-01-14 2:00	0.6245	-3.2
M2001	2024-01-14 3:00	0.6025	-4
M2001	2024-01-14 4:00	0.6164	-4.8
M2001	2024-01-14 5:00	0.748	-5.5
M2001	2024-01-14 6:00	1.2408	-6.1
M2001	2024-01-14 7:00	1.5526	-6.6
M2001	2024-01-14 8:00	1.2862	-6.9
M2001	2024-01-14 9:00	1.0087	-7
M2001	2024-01-14 10:00	0.8509	-6.9
M2001	2024-01-14 11:00	0.887	-6.6
M2001	2024-01-14 12:00	0.9694	-6.1
M2001	2024-01-14 13:00	0.8154	-5.5
M2001	2024-01-14 14:00	0.8221	-4.8
M2001	2024-01-14 15:00	1.0246	-4
M2001	2024-01-14 16:00	1.0294	-3.2
M2001	2024-01-14 17:00	1.4425	-2.5
M2001	2024-01-14 18:00	1.8238	-1.9
M2001	2024-01-14 19:00	2.3147	-1.4
M2001	2024-01-14 20:00	1.9585	-1.1
M2001	2024-01-14 21:00	1.688	-1
M2001	2024-01-14 22:00	1.279	-1.1
M2001	2024-01-14 23:00	0.8671	-1.4
M2002	2024-01-01 0:00	1.9015	-1.8
M2002	2024-01-01 1:00	1.77	-2.4
M2002	2024-01-01 2:00	1.6899	-3.1
M2002	2024-01-01 3:00	1.7614	-3.9
M2002	2024-01-01 4:00	2.2927	-4.7
M2002	2024-01-01 5:00	3.2777	-5.4
M2002	2024-01-01 6:00	4.4334	-6
M2002	2024-01-01 7:00	5.7694	-6.5
M2002	2024-01-01 8:00	8.5819	-6.8
M2002	2024-01-01 9:00	10.5623	-6.9
M2002	2024-01-01 10:00	11.1132	-6.8
M2002	2024-01-01 11:00	10.9184	-6.5
M2002	2024-01-01 12:00	10.3198	-6
M2002	2024-01-01 13:00	11.8102	-5.4
M2002	2024-01-01 14:00	10.7807	-4.7
M2002	2024-01-01 15:00	10.6482	-3.9
M2002	2024-01-01 16:00	8.9226	-3.1
M2002	2024-01-01 17:00	6.9975	-2.4
M2002	2024-01-01 18:00	4.3475	-1.8
M2002	2024-01-01 19:00	3.1374	-1.3
M2002	2024-01-01 20:00	2.9555	-1
M2002	2024-01-01 21:00	2.1124	-0.9
M2002	2024-01-01 22:00	1.9654	-1
M2002	2024-01-01 23:00	2.2589	-1.3
M2002	2024-01-02 0:00	1.9356	1.1
M2002	2024-01-02 1:00	1.6325	0.5
M2002	2024-01-02 2:00	1.5603	-0.2
M2002	2024-01-02 3:00	1.9168	-1
M2002	2024-01-02 4:00	1.8954	-1.8
M2002	2024-01-02 5:00	2.92	-2.5
M2002	2024-01-02 6:00	4.1532	-3.1
M2002	2024-01-02 7:00	6.2157	-3.6
M2002	2024-01-02 8:00	8.7652	-3.9
M2002	2024-01-02 9:00	9.6124	-4
M2002	2024-01-02 10:00	9.7377	-3.9
M2002	2024-01-02 11:00	9.5005	-3.6
M2002	2024-01-02 12:00	10.9183	-3.1
M2002	2024-01-02 13:00	10.6406	-2.5
M2002	2024-01-02 14:00	10.7115	-1.8
M2002	2024-01-02 15:00	8.8446	-1
M2002	2024-01-02 16:00	7.9315	-0.2
M2002	2024-01-02 17:00	5.2968	0.5
M2002	2024-01-02 18:00	4.1454	1.1
M2002	2024-01-02 19:00	2.9519	1.6
M2002	2024-01-02 20:00	2.1142	1.9
M2002	2024-01-02 21:00	2.2038	2
M2002	2024-01-02 22:00	1.7555	1.9
M2002	2024-01-02 23:00	1.9269	1.6
M2002	2024-01-03 0:00	1.9815	0.8
M2002	2024-01-03 1:00	1.6986	0.2
M2002	2024-01-03 2:00	1.6452	-0.5
M2002	2024-01-03 3:00	1.7437	-1.3
M2002	2024-01-03 4:00	1.9351	-2.1
M2002	2024-01-03 5:00	2.8716	-2.8
M2002	2024-01-03 6:00	3.7089	-3.4
M2002	2024-01-03 7:00	6.266	-3.9
M2002	2024-01-03 8:00	8.6091	-4.2
M2002	2024-01-03 9:00	8.8805	-4.3
M2002	2024-01-03 10:00	10.5042	-4.2
M2002	2024-01-03 11:00	10.5804	-3.9
M2002	2024-01-03 12:00	10.6773	-3.4
M2002	2024-01-03 13:00	8.6835	-2.8
M2002	2024-01-03 14:00	9.1464	-2.1
M2002	2024-01-03 15:00	9.2466	-1.3
M2002	2024-01-03 16:00	6.4115	-0.5
M2002	2024-01-03 17:00	5.9392	0.2
M2002	2024-01-03 18:00	4.3943	0.8
M2002	2024-01-03 19:00	3.4654	1.3
M2002	2024-01-03 20:00	2.5871	1.6
M2002	2024-01-03 21:00	2.0367	1.7
M2002	2024-01-03 22:00	2.1203	1.6
M2002	2024-01-03 23:00	2.0638	1.3
M2002	2024-01-04 0:00	1.6606	-3
M2002	2024-01-04 1:00	1.9098	-3.6
M2002	2024-01-04 2:00	2.0819	-4.3
M2002	2024-01-04 3:00	1.908	-5.1
M2002	2024-01-04 4:00	2.076	-5.9
M2002	2024-01-04 5:00	2.6	-6.6
M2002	2024-01-04 6:00	3.9852	-7.2
M2002	2024-01-04 7:00	7.4398	-7.7
M2002	2024-01-04 8:00	9.3152	-8
M2002	2024-01-04 9:00	11.5372	-8.1
M2002	2024-01-04 10:00	12.1699	-8
M2002	2024-01-04 11:00	11.4948	-7.7
M2002	2024-01-04 12:00	10.3866	-7.2
M2002	2024-01-04 13:00	10.8707	-6.6
M2002	2024-01-04 14:00	9.1117	-5.9
M2002	2024-01-04 15:00	9.1529	-5.1
M2002	2024-01-04 16:00	8.8068	-4.3
M2002	2024-01-04 17:00	7.2759	-3.6
M2002	2024-01-04 18:00	5.5339	-3
M2002	2024-01-04 19:00	3.1717	-2.5
M2002	2024-01-04 20:00	3.0395	-2.2
M2002	2024-01-04 21:00	2.6351	-2.1
M2002	2024-01-04 22:00	2.128	-2.2
M2002	2024-01-04 23:00	2.0597	-2.5
M2002	2024-01-05 0:00	1.7718	-2.5
M2002	2024-01-05 1:00	1.9934	-3.1
M2002	2024-01-05 2:00	2.0699	-3.8
M2002	2024-01-05 3:00	1.797	-4.6
M2002	2024-01-05 4:00	2.0722	-5.4
M2002	2024-01-05 5:00	2.9664	-6.1
M2002	2024-01-05 6:00	4.494	-6.7
M2002	2024-01-05 7:00	5.9792	-7.2
M2002	2024-01-05 8:00	9.7268	-7.5
M2002	2024-01-05 9:00	10.587	-7.6
M2002	2024-01-05 10:00	12.3227	-7.5
M2002	2024-01-05 11:00	11.3867	-7.2
M2002	2024-01-05 12:00	9.3012	-6.7
M2002	2024-01-05 13:00	10.6054	-6.1
M2002	2024-01-05 14:00	11.1979	-5.4
M2002	2024-01-05 15:00	10.0611	-4.6
M2002	2024-01-05 16:00	7.9658	-3.8
M2002	2024-01-05 17:00	5.7077	-3.1
M2002	2024-01-05 18:00	4.2949	-2.5
M2002	2024-01-05 19:00	3.0952	-2
M2002	2024-01-05 20:00	2.5564	-1.7
M2002	2024-01-05 21:00	2.0632	-1.6
M2002	2024-01-05 22:00	2.2561	-1.7
M2002	2024-01-05 23:00	2.1212	-2
M2002	2024-01-06 0:00	1.0103	-3
M2002	2024-01-06 1:00	1.086	-3.6
M2002	2024-01-06 2:00	1.0219	-4.3
M2002	2024-01-06 3:00	0.9741	-5.1
M2002	2024-01-06 4:00	1.1801	-5.9
M2002	2024-01-06 5:00	1.4698	-6.6
M2002	2024-01-06 6:00	2.4127	-7.2
M2002	2024-01-06 7:00	3.1171	-7.7
M2002	2024-01-06 8:00	5.0313	-8
M2002	2024-01-06 9:00	5.2465	-8.1
M2002	2024-01-06 10:00	6.3933	-8
M2002	2024-01-06 11:00	6.5664	-7.7
M2002	2024-01-06 12:00	6.5207	-7.2
M2002	2024-01-06 13:00	5.6868	-6.6
M2002	2024-01-06 14:00	5.0988	-5.9
M2002	2024-01-06 15:00	5.8224	-5.1
M2002	2024-01-06 16:00	5.0683	-4.3
M2002	2024-01-06 17:00	3.3725	-3.6
M2002	2024-01-06 18:00	2.7135	-3
M2002	2024-01-06 19:00	1.8295	-2.5
M2002	2024-01-06 20:00	1.6373	-2.2
M2002	2024-01-06 21:00	1.2757	-2.1
M2002	2024-01-06 22:00	1.1139	-2.2
M2002	2024-01-06 23:00	1.118	-2.5
M2002	2024-01-07 0:00	0.7743	-0.6
M2002	2024-01-07 1:00	0.775	-1.2
M2002	2024-01-07 2:00	0.7277	-1.9
M2002	2024-01-07 3:00	0.7485	-2.7
M2002	2024-01-07 4:00	0.8998	-3.5
M2002	2024-01-07 5:00	1.0881	-4.2
M2002	2024-01-07 6:00	1.6116	-4.8
M2002	2024-01-07 7:00	2.8079	-5.3
M2002	2024-01-07 8:00	3.4949	-5.6
M2002	2024-01-07 9:00	4.0768	-5.7
M2002	2024-01-07 10:00	4.3275	-5.6
M2002	2024-01-07 11:00	4.1774	-5.3
M2002	2024-01-07 12:00	4.5948	-4.8
M2002	2024-01-07 13:00	3.6379	-4.2
M2002	2024-01-07 14:00	4.3573	-3.5
M2002	2024-01-07 15:00	4.0967	-2.7
M2002	2024-01-07 16:00	3.2763	-1.9
M2002	2024-01-07 17:00	2.7402	-1.2
M2002	2024-01-07 18:00	1.9367	-0.6
M2002	2024-01-07 19:00	1.4253	-0.1
M2002	2024-01-07 20:00	1.115	0.2
M2002	2024-01-07 21:00	0.9192	0.3
M2002	2024-01-07 22:00	1.0001	0.2
M2002	2024-01-07 23:00	0.8459	-0.1
M2002	2024-01-08 0:00	2.0525	-1.9
M2002	2024-01-08 1:00	1.8569	-2.5
M2002	2024-01-08 2:00	1.8201	-3.3
M2002	2024-01-08 3:00	1.856	-4
M2002	2024-01-08 4:00	1.8171	-4.8
M2002	2024-01-08 5:00	2.9689	-5.5
M2002	2024-01-08 6:00	4.5406	-6.2
M2002	2024-01-08 7:00	6.7158	-6.6
M2002	2024-01-08 8:00	9.2747	-6.9
M2002	2024-01-08 9:00	8.8097	-7
M2002	2024-01-08 10:00	10.2756	-6.9
M2002	2024-01-08 11:00	10.5357	-6.6
M2002	2024-01-08 12:00	9.5301	-6.2
M2002	2024-01-08 13:00	10.6872	-5.5
M2002	2024-01-08 14:00	10.7757	-4.8
M2002	2024-01-08 15:00	9.5124	-4
M2002	2024-01-08 16:00	7.5905	-3.3
M2002	2024-01-08 17:00	5.6247	-2.5
M2002	2024-01-08 18:00	4.211	-1.9
M2002	2024-01-08 19:00	3.4003	-1.4
M2002	2024-01-08 20:00	2.954	-1.1
M2002	2024-01-08 21:00	2.4017	-1
M2002	2024-01-08 22:00	2.2665	-1.1
M2002	2024-01-08 23:00	2.2082	-1.4
M2002	2024-01-09 0:00	2.0021	-0.1
M2002	2024-01-09 1:00	1.6545	-0.7
M2002	2024-01-09 2:00	1.4814	-1.5
M2002	2024-01-09 3:00	1.7013	-2.2
M2002	2024-01-09 4:00	1.9227	-3
M2002	2024-01-09 5:00	2.3495	-3.7
M2002	2024-01-09 6:00	4.2581	-4.4
M2002	2024-01-09 7:00	6.5854	-4.8
M2002	2024-01-09 8:00	8.7876	-5.1
M2002	2024-01-09 9:00	8.9093	-5.2
M2002	2024-01-09 10:00	11.3402	-5.1
M2002	2024-01-09 11:00	8.7237	-4.8
M2002	2024-01-09 12:00	9.6429	-4.4
M2002	2024-01-09 13:00	10.7489	-3.7
M2002	2024-01-09 14:00	9.6591	-3
M2002	2024-01-09 15:00	10.1713	-2.2
M2002	2024-01-09 16:00	8.5984	-1.5
M2002	2024-01-09 17:00	6.8181	-0.7
M2002	2024-01-09 18:00	4.9233	-0.1
M2002	2024-01-09 19:00	3.3088	0.4
M2002	2024-01-09 20:00	2.5532	0.7
M2002	2024-01-09 21:00	2.345	0.8
M2002	2024-01-09 22:00	1.9569	0.7
M2002	2024-01-09 23:00	1.9786	0.4
M2002	2024-01-10 0:00	1.9072	-5.8
M2002	2024-01-10 1:00	1.9354	-6.4
M2002	2024-01-10 2:00	1.6924	-7.1
M2002	2024-01-10 3:00	2.2246	-7.9
M2002	2024-01-10 4:00	2.278	-8.7
M2002	2024-01-10 5:00	3.0315	-9.4
M2002	2024-01-10 6:00	4.649	-10
M2002	2024-01-10 7:00	6.1144	-10.5
M2002	2024-01-10 8:00	9.8971	-10.8
M2002	2024-01-10 9:00	10.8557	-10.9
M2002	2024-01-10 10:00	11.8467	-10.8
M2002	2024-01-10 11:00	12.0244	-10.5
M2002	2024-01-10 12:00	10.4995	-10
M2002	2024-01-10 13:00	10.3122	-9.4
M2002	2024-01-10 14:00	11.0534	-8.7
M2002	2024-01-10 15:00	10.5218	-7.9
M2002	2024-01-10 16:00	9.3796	-7.1
M2002	2024-01-10 17:00	7.0569	-6.4
M2002	2024-01-10 18:00	5.3074	-5.8
M2002	2024-01-10 19:00	3.5005	-5.3
M2002	2024-01-10 20:00	2.9601	-5
M2002	2024-01-10 21:00	2.4877	-4.9
M2002	2024-01-10 22:00	2.198	-5
M2002	2024-01-10 23:00	2.2579	-5.3
M2002	2024-01-11 0:00	1.7702	1.8
M2002	2024-01-11 1:00	1.4616	1.1
M2002	2024-01-11 2:00	1.721	0.4
M2002	2024-01-11 3:00	1.6683	-0.4
M2002	2024-01-11 4:00	1.9779	-1.1
M2002	2024-01-11 5:00	2.651	-1.9
M2002	2024-01-11 6:00	3.8993	-2.5
M2002	2024-01-11 7:00	5.4313	-3
M2002	2024-01-11 8:00	8.5231	-3.3
M2002	2024-01-11 9:00	9.5998	-3.4
M2002	2024-01-11 10:00	10.3343	-3.3
M2002	2024-01-11 11:00	10.2847	-3
M2002	2024-01-11 12:00	9.5994	-2.5
M2002	2024-01-11 13:00	8.8615	-1.9
M2002	2024-01-11 14:00	8.4068	-1.1
M2002	2024-01-11 15:00	9.3657	-0.4
M2002	2024-01-11 16:00	6.909	0.4
M2002	2024-01-11 17:00	6.3004	1.1
M2002	2024-01-11 18:00	4.2956	1.8
M2002	2024-01-11 19:00	2.7298	2.2
M2002	2024-01-11 20:00	2.3458	2.5
M2002	2024-01-11 21:00	2.1283	2.6
M2002	2024-01-11 22:00	1.912	2.5
M2002	2024-01-11 23:00	1.9081	2.2
M2002	2024-01-12 0:00	1.7173	-1.9
M2002	2024-01-12 1:00	1.8789	-2.5
M2002	2024-01-12 2:00	1.7011	-3.2
M2002	2024-01-12 3:00	1.7303	-4
M2002	2024-01-12 4:00	2.1396	-4.8
M2002	2024-01-12 5:00	2.8162	-5.5
M2002	2024-01-12 6:00	3.6109	-6.1
M2002	2024-01-12 7:00	6.0157	-6.6
M2002	2024-01-12 8:00	8.5584	-6.9
M2002	2024-01-12 9:00	11.4595	-7
M2002	2024-01-12 10:00	10.742	-6.9
M2002	2024-01-12 11:00	10.5859	-6.6
M2002	2024-01-12 12:00	10.464	-6.1
M2002	2024-01-12 13:00	11.3846	-5.5
M2002	2024-01-12 14:00	10.1102	-4.8
M2002	2024-01-12 15:00	9.8975	-4
M2002	2024-01-12 16:00	9.2198	-3.2
M2002	2024-01-12 17:00	6.4455	-2.5
M2002	2024-01-12 18:00	5.0402	-1.9
M2002	2024-01-12 19:00	3.3933	-1.4
M2002	2024-01-12 20:00	2.7483	-1.1
M2002	2024-01-12 21:00	2.7145	-1
M2002	2024-01-12 22:00	2.205	-1.1
M2002	2024-01-12 23:00	2.3826	-1.4
M2002	2024-01-13 0:00	1.0267	-0.1
M2002	2024-01-13 1:00	1.0104	-0.7
M2002	2024-01-13 2:00	0.9868	-1.5
M2002	2024-01-13 3:00	0.939	-2.2
M2002	2024-01-13 4:00	1.0808	-3
M2002	2024-01-13 5:00	1.5745	-3.7
M2002	2024-01-13 6:00	1.9579	-4.3
M2002	2024-01-13 7:00	3.4307	-4.8
M2002	2024-01-13 8:00	5.6957	-5.1
M2002	2024-01-13 9:00	5.5278	-5.2
M2002	2024-01-13 10:00	6.0872	-5.1
M2002	2024-01-13 11:00	5.6535	-4.8
M2002	2024-01-13 12:00	5.9888	-4.3
M2002	2024-01-13 13:00	6.7334	-3.7
M2002	2024-01-13 14:00	5.049	-3
M2002	2024-01-13 15:00	4.9353	-2.2
M2002	2024-01-13 16:00	4.7908	-1.5
M2002	2024-01-13 17:00	3.9325	-0.7
M2002	2024-01-13 18:00	2.0205	-0.1
M2002	2024-01-13 19:00	1.6549	0.4
M2002	2024-01-13 20:00	1.4032	0.7
M2002	2024-01-13 21:00	1.2853	0.8
M2002	2024-01-13 22:00	1.2882	0.7
M2002	2024-01-13 23:00	1.0782	0.4
M2002	2024-01-14 0:00	0.8618	-1.9
M2002	2024-01-14 1:00	0.687	-2.5
M2002	2024-01-14 2:00	0.7674	-3.2
M2002	2024-01-14 3:00	0.7354	-4
M2002	2024-01-14 4:00	0.9704	-4.8
M2002	2024-01-14 5:00	1.2059	-5.5
M2002	2024-01-14 6:00	1.6594	-6.1
M2002	2024-01-14 7:00	2.6445	-6.6
M2002	2024-01-14 8:00	3.6864	-6.9
M2002	2024-01-14 9:00	4.2149	-7
M2002	2024-01-14 10:00	4.5499	-6.9
M2002	2024-01-14 11:00	4.4709	-6.6
M2002	2024-01-14 12:00	3.8476	-6.1
M2002	2024-01-14 13:00	3.8244	-5.5
M2002	2024-01-14 14:00	4.4945	-4.8
M2002	2024-01-14 15:00	4.1827	-4
M2002	2024-01-14 16:00	3.6187	-3.2
M2002	2024-01-14 17:00	2.8897	-2.5
M2002	2024-01-14 18:00	1.826	-1.9
M2002	2024-01-14 19:00	1.3194	-1.4
M2002	2024-01-14 20:00	1.2549	-1.1
M2002	2024-01-14 21:00	0.9349	-1
M2002	2024-01-14 22:00	1.0184	-1.1
M2002	2024-01-14 23:00	0.8972	-1.4
M2003	2024-01-01 0:00	0.5562	-1.8
M2003	2024-01-01 1:00	0.5649	-2.4
M2003	2024-01-01 2:00	0.5092	-3.1
M2003	2024-01-01 3:00	0.4062	-3.9
M2003	2024-01-01 4:00	0.5643	-4.7
M2003	2024-01-01 5:00	0.7074	-5.4
M2003	2024-01-01 6:00	1.1429	-6
M2003	2024-01-01 7:00	1.3716	-6.5
M2003	2024-01-01 8:00	1.242	-6.8
M2003	2024-01-01 9:00	0.845	-6.9
M2003	2024-01-01 10:00	0.921	-6.8
M2003	2024-01-01 11:00	0.9088	-6.5
M2003	2024-01-01 12:00	1.0311	-6
M2003	2024-01-01 13:00	0.8625	-5.4
M2003	2024-01-01 14:00	0.693	-4.7
M2003	2024-01-01 15:00	0.9628	-3.9
M2003	2024-01-01 16:00	1.0294	-3.1
M2003	2024-01-01 17:00	1.1938	-2.4
M2003	2024-01-01 18:00	1.8382	-1.8
M2003	2024-01-01 19:00	1.7276	-1.3
M2003	2024-01-01 20:00	1.6925	-1
M2003	2024-01-01 21:00	1.4425	-0.9
M2003	2024-01-01 22:00	1.1022	-1
M2003	2024-01-01 23:00	0.6138	-1.3
M2003	2024-01-02 0:00	0.5306	1.1
M2003	2024-01-02 1:00	0.5094	0.5
M2003	2024-01-02 2:00	0.5039	-0.2
M2003	2024-01-02 3:00	0.4744	-1
M2003	2024-01-02 4:00	0.5128	-1.8
M2003	2024-01-02 5:00	0.6624	-2.5
M2003	2024-01-02 6:00	0.985	-3.1
M2003	2024-01-02 7:00	1.2039	-3.6
M2003	2024-01-02 8:00	1.1088	-3.9
M2003	2024-01-02 9:00	0.9803	-4
M2003	2024-01-02 10:00	0.7801	-3.9
M2003	2024-01-02 11:00	0.9384	-3.6
M2003	2024-01-02 12:00	0.9977	-3.1
M2003	2024-01-02 13:00	0.7593	-2.5
M2003	2024-01-02 14:00	0.7104	-1.8
M2003	2024-01-02 15:00	0.8131	-1
M2003	2024-01-02 16:00	0.9154	-0.2
M2003	2024-01-02 17:00	1.2861	0.5
M2003	2024-01-02 18:00	1.5999	1.1
M2003	2024-01-02 19:00	1.9935	1.6
M2003	2024-01-02 20:00	1.5637	1.9
M2003	2024-01-02 21:00	1.3873	2
M2003	2024-01-02 22:00	1.0324	1.9
M2003	2024-01-02 23:00	0.7115	1.6
M2003	2024-01-03 0:00	0.4804	0.8
M2003	2024-01-03 1:00	0.5032	0.2
M2003	2024-01-03 2:00	0.5102	-0.5
M2003	2024-01-03 3:00	0.4885	-1.3
M2003	2024-01-03 4:00	0.5472	-2.1
M2003	2024-01-03 5:00	0.7746	-2.8
M2003	2024-01-03 6:00	1.0207	-3.4
M2003	2024-01-03 7:00	1.4207	-3.9
M2003	2024-01-03 8:00	1.0438	-4.2
M2003	2024-01-03 9:00	0.8919	-4.3
M2003	2024-01-03 10:00	0.7469	-4.2
M2003	2024-01-03 11:00	0.953	-3.9
M2003	2024-01-03 12:00	0.8568	-3.4
M2003	2024-01-03 13:00	0.7454	-2.8
M2003	2024-01-03 14:00	0.8067	-2.1
M2003	2024-01-03 15:00	0.7057	-1.3
M2003	2024-01-03 16:00	0.8319	-0.5
M2003	2024-01-03 17:00	1.1671	0.2
M2003	2024-01-03 18:00	1.6655	0.8
M2003	2024-01-03 19:00	1.9328	1.3
M2003	2024-01-03 20:00	1.5658	1.6
M2003	2024-01-03 21:00	1.3445	1.7
M2003	2024-01-03 22:00	1.0308	1.6
M2003	2024-01-03 23:00	0.688	1.3
M2003	2024-01-04 0:00	0.5889	-3
M2003	2024-01-04 1:00	0.6318	-3.6
M2003	2024-01-04 2:00	0.5532	-4.3
M2003	2024-01-04 3:00	0.5473	-5.1
M2003	2024-01-04 4:00	0.6669	-5.9
M2003	2024-01-04 5:00	0.7777	-6.6
M2003	2024-01-04 6:00	1.2455	-7.2
M2003	2024-01-04 7:00	1.4151	-7.7
M2003	2024-01-04 8:00	1.3446	-8
M2003	2024-01-04 9:00	1.0644	-8.1
M2003	2024-01-04 10:00	0.8257	-8
M2003	2024-01-04 11:00	1.023	-7.7
M2003	2024-01-04 12:00	1.1214	-7.2
M2003	2024-01-04 13:00	0.8634	-6.6
M2003	2024-01-04 14:00	0.85	-5.9
M2003	2024-01-04 15:00	0.9543	-5.1
M2003	2024-01-04 16:00	0.8663	-4.3
M2003	2024-01-04 17:00	1.3262	-3.6
M2003	2024-01-04 18:00	1.6916	-3
M2003	2024-01-04 19:00	1.955	-2.5
M2003	2024-01-04 20:00	1.9026	-2.2
M2003	2024-01-04 21:00	1.6541	-2.1
M2003	2024-01-04 22:00	1.0436	-2.2
M2003	2024-01-04 23:00	0.7983	-2.5
M2003	2024-01-05 0:00	0.5397	-2.5
M2003	2024-01-05 1:00	0.5494	-3.1
M2003	2024-01-05 2:00	0.5842	-3.8
M2003	2024-01-05 3:00	0.5046	-4.6
M2003	2024-01-05 4:00	0.5765	-5.4
M2003	2024-01-05 5:00	0.7794	-6.1
M2003	2024-01-05 6:00	1.2571	-6.7
M2003	2024-01-05 7:00	1.5791	-7.2
M2003	2024-01-05 8:00	1.2667	-7.5
M2003	2024-01-05 9:00	0.7791	-7.6
M2003	2024-01-05 10:00	0.8797	-7.5
M2003	2024-01-05 11:00	0.9917	-7.2
M2003	2024-01-05 12:00	0.9439	-6.7
M2003	2024-01-05 13:00	0.8559	-6.1
M2003	2024-01-05 14:00	0.855	-5.4
M2003	2024-01-05 15:00	0.9607	-4.6
M2003	2024-01-05 16:00	1.0684	-3.8
M2003	2024-01-05 17:00	1.3077	-3.1
M2003	2024-01-05 18:00	1.6474	-2.5
M2003	2024-01-05 19:00	1.8082	-2
M2003	2024-01-05 20:00	1.9715	-1.7
M2003	2024-01-05 21:00	1.6519	-1.6
M2003	2024-01-05 22:00	1.0509	-1.7
M2003	2024-01-05 23:00	0.7745	-2
M2003	2024-01-06 0:00	0.5653	-3
M2003	2024-01-06 1:00	0.539	-3.6
M2003	2024-01-06 2:00	0.5855	-4.3
M2003	2024-01-06 3:00	0.5742	-5.1
M2003	2024-01-06 4:00	0.7033	-5.9
M2003	2024-01-06 5:00	0.798	-6.6
M2003	2024-01-06 6:00	1.0841	-7.2
M2003	2024-01-06 7:00	1.5209	-7.7
M2003	2024-01-06 8:00	1.2366	-8
M2003	2024-01-06 9:00	1.0576	-8.1
